"date_sample","sample_source","sample_id","analyte","value_qualifier","analyte_value","value_units","source_description"
"2025-04-15","OT FILTER 9-16","W1793082","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-04-15","OT SETTLED","W1793080","pH","","8.03","PH","OT FP Settled"
"2025-04-15","OT SETTLED","W1793080","Total THMs","ND","","UG/L","OT FP Settled"
"2025-04-16","119 SYS","W1793340","pH","","8.09","PH","Lower Otay Recreation"
"2025-04-16","218 SYS","W1793103","Fluoride","","0.684","MG/L","2110 Via Casa Alta @ Fire Station"
"2025-04-17","204A SYS","W1793394","Chlorate","","202.0","UG/L","2787 Alta View Drive"
"2025-04-17","204A SYS","W1793394","Chlorite","","223.0","UG/L","2787 Alta View Drive"
"2025-04-17","284 SYS","W1793377","Fluoride","","0.659","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-04-17","300 SYS","W1793376","Chlorate","","208.0","UG/L","5368 Topsail Drive"
"2025-04-17","300 SYS","W1793376","Chlorite","","249.0","UG/L","5368 Topsail Drive"
"2025-04-18","173 SYS","W1793452","Bromide","","0.264","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-04-18","173 SYS","W1793452","Chloride","","208.0","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-04-18","173 SYS","W1793452","Fluoride","","0.651","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-04-18","173 SYS","W1793452","Ortho Phosphate","ND","","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-04-18","173 SYS","W1793452","Sulfate","","87.0","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-04-19","55A SYS","W1788091","Fluoride","","0.699","MG/L","5183 Arvinels Ave."
"2025-04-20","174 SYS","W1788096","Fluoride","","0.809","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2025-04-21","313 SYS","W1794985","Fluoride","","0.666","MG/L","11602 Calle Paracho"
"2025-04-22","67 SYS","W1795092","Fluoride","","0.658","MG/L","Pomerado Rd & Grandee Pl"
"2025-04-22","OT COMB FILTER","W1795250","pH","","7.75","PH","OT FP Filter Combined Filter Effluent"
"2025-04-22","OT COMB FILTER","W1795250","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-04-22","OT FILTER 1-8","W1795248","pH","","7.82","PH","OT FP Filters 1-8"
"2025-04-22","OT FILTER 1-8","W1795248","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-04-22","OT FILTER 9-16","W1795249","pH","","7.77","PH","OT FP Filters  9-16"
"2025-04-22","OT FILTER 9-16","W1795249","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-04-22","OT SETTLED","W1795247","pH","","7.49","PH","OT FP Settled"
"2025-04-22","OT SETTLED","W1795247","Total THMs","ND","","UG/L","OT FP Settled"
"2025-04-23","119 SYS","W1795318","pH","","8.41","PH","Lower Otay Recreation"
"2025-04-23","215 SYS","W1795270","Fluoride","","0.683","MG/L","Across from 5105 Soledad Rd."
"2025-04-24","251 SYS","W1795351","Fluoride","","0.474","MG/L","5840 Ravenswood Rd."
"2025-04-25","171 SYS","W1795442","Fluoride","","0.737","MG/L","6541 Broadway"
"2025-04-26","208A SYS","W1788106","Fluoride","","0.727","MG/L","Across from 6236 Wenrich"
"2025-04-27","50A SYS","W1788111","Fluoride","","0.764","MG/L","2693 Melbourne Dr."
"2025-04-28","304 SYS","W1797857","Fluoride","","0.635","MG/L","14462 Garden Trail"
"2025-04-29","229 SYS","W1797978","Fluoride","","0.684","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-04-29","OT COMB FILTER","W1798116","pH","","7.64","PH","OT FP Filter Combined Filter Effluent"
"2025-04-29","OT COMB FILTER","W1798116","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-04-29","OT FILTER 1-8","W1798114","pH","","7.74","PH","OT FP Filters 1-8"
"2025-04-29","OT FILTER 1-8","W1798114","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-04-29","OT FILTER 9-16","W1798115","pH","","7.68","PH","OT FP Filters  9-16"
"2025-04-29","OT FILTER 9-16","W1798115","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-04-29","OT SETTLED","W1798113","pH","","7.52","PH","OT FP Settled"
"2025-04-29","OT SETTLED","W1798113","Total THMs","ND","","UG/L","OT FP Settled"
"2025-04-30","119 SYS","W1798184","pH","","8.14","PH","Lower Otay Recreation"
"2025-04-30","206 SYS","W1798160","Bromide","","0.08","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-04-30","206 SYS","W1798160","Chloride","","96.2","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-04-30","206 SYS","W1798160","Fluoride","","0.78","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-04-30","206 SYS","W1798160","Ortho Phosphate","ND","","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-04-30","206 SYS","W1798160","Sulfate","","148.0","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-05-01","277A SYS","W1798188","Fluoride","","0.675","MG/L"," 12241 Camino Del Sur"
"2025-05-01","300 SYS","W1798223","Chlorate","","230.0","UG/L","5368 Topsail Drive"
"2025-05-01","300 SYS","W1798223","Chlorite","","250.0","UG/L","5368 Topsail Drive"
"2025-05-02","205 SYS","W1798302","Fluoride","","0.627","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-05-03","155 SYS","W1798442","Fluoride","","0.809","MG/L","Adams & Marlborough"
"2025-05-04","242 SYS","W1798447","Fluoride","","0.782","MG/L","7260 Barker Way"
"2025-05-05","249A SYS","W1799894","Fluoride","","0.728","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-05-05","OT COMB FILTER","W1800049","pH","","7.84","PH","OT FP Filter Combined Filter Effluent"
"2025-05-05","OT COMB FILTER","W1800049","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-05-05","OT FILTER 1-8","W1800047","pH","","7.66","PH","OT FP Filters 1-8"
"2025-05-05","OT FILTER 1-8","W1800047","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-05-05","OT FILTER 9-16","W1800048","pH","","7.63","PH","OT FP Filters  9-16"
"2025-05-05","OT FILTER 9-16","W1800048","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-05-05","OT SETTLED","W1800046","pH","","7.6","PH","OT FP Settled"
"2025-05-05","OT SETTLED","W1800046","Total THMs","ND","","UG/L","OT FP Settled"
"2025-05-06","131 SYS","W1800213","Fluoride","","0.629","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-05-06","284 SYS","W1800212","Chlorate","","249.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-05-06","284 SYS","W1800212","Chlorite","","243.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-05-07","119 SYS","W1800562","pH","","8.02","PH","Lower Otay Recreation"
"2025-05-07","49A SYS","W1800440","Fluoride","","0.699","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-05-08","184 SYS","W1800582","Fluoride","","0.668","MG/L","12170 Springhurst Dr."
"2025-05-09","78A SYS","W1800646","Fluoride","","0.822","MG/L","6200 Calle Mariselda"
"2025-05-10","281 SYS","W1798457","Fluoride","","0.828","MG/L","6831 Monte Verde Dr"
"2025-05-11","150 SYS","W1798462","Fluoride","","0.828","MG/L","Acorn St & 62nd St @ Fire Station"
"2025-05-12","259 SYS","W1801397","Fluoride","","0.828","MG/L","3945 Alameda Dr; Sample Box"
"2025-05-13","138A SYS","W1801578","Fluoride","","0.827","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2025-05-13","204A SYS","W1801722","Chlorate","","254.0","UG/L","2787 Alta View Drive"
"2025-05-13","204A SYS","W1801722","Chlorite","","252.0","UG/L","2787 Alta View Drive"
"2025-05-13","300 SYS","W1801705","Chlorate","","236.0","UG/L","5368 Topsail Drive"
"2025-05-13","300 SYS","W1801705","Chlorite","","222.0","UG/L","5368 Topsail Drive"
"2025-05-13","OT COMB FILTER","W1801702","pH","","7.74","PH","OT FP Filter Combined Filter Effluent"
"2025-05-13","OT COMB FILTER","W1801702","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-05-13","OT FILTER 1-8","W1801700","pH","","7.93","PH","OT FP Filters 1-8"
"2025-05-13","OT FILTER 1-8","W1801700","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-05-13","OT FILTER 9-16","W1801701","pH","","7.92","PH","OT FP Filters  9-16"
"2025-05-13","OT FILTER 9-16","W1801701","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-05-13","OT SETTLED","W1801699","pH","","7.62","PH","OT FP Settled"
"2025-05-13","OT SETTLED","W1801699","Total THMs","ND","","UG/L","OT FP Settled"
"2025-05-14","119 SYS","W1801916","pH","","8.05","PH","Lower Otay Recreation"
"2025-05-14","218 SYS","W1801741","Fluoride","","0.686","MG/L","2110 Via Casa Alta @ Fire Station"
"2025-05-15","284 SYS","W1801983","Fluoride","","0.64","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-05-16","173 SYS","W1802010","Fluoride","","0.642","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-05-17","55A SYS","W1798472","Fluoride","","0.651","MG/L","5183 Arvinels Ave."
"2025-05-18","174 SYS","W1798477","Fluoride","","0.853","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2025-05-19","313 SYS","W1802802","Fluoride","","0.673","MG/L","11602 Calle Paracho"
"2025-05-20","67 SYS","W1802934","Fluoride","","0.645","MG/L","Pomerado Rd & Grandee Pl"
"2025-05-20","OT COMB FILTER","W1803097","pH","","8.0","PH","OT FP Filter Combined Filter Effluent"
"2025-05-20","OT COMB FILTER","W1803097","Total THMs","ND","","UG/L","OT FP Filter Combined Filter Effluent"
"2025-05-20","OT FILTER 1-8","W1803095","pH","","8.09","PH","OT FP Filters 1-8"
"2025-05-20","OT FILTER 1-8","W1803095","Total THMs","ND","","UG/L","OT FP Filters 1-8"
"2025-05-20","OT FILTER 9-16","W1803096","pH","","8.1","PH","OT FP Filters  9-16"
"2025-05-20","OT FILTER 9-16","W1803096","Total THMs","ND","","UG/L","OT FP Filters  9-16"
"2025-05-20","OT SETTLED","W1803094","pH","","8.0","PH","OT FP Settled"
"2025-05-20","OT SETTLED","W1803094","Total THMs","ND","","UG/L","OT FP Settled"
"2025-05-21","119 SYS","W1803206","pH","","8.335","PH","Lower Otay Recreation"
"2025-05-21","215 SYS","W1803117","Fluoride","","0.699","MG/L","Across from 5105 Soledad Rd."
"2025-05-22","251 SYS","W1803225","Fluoride","","0.699","MG/L","5840 Ravenswood Rd."
"2025-05-23","304 SYS","W1803316","Fluoride","","0.694","MG/L","14462 Garden Trail"
"2025-05-24","208A SYS","W1798487","Fluoride","","0.772","MG/L","Across from 6236 Wenrich"
"2025-05-25","50A SYS","W1798492","Fluoride","","0.79","MG/L","2693 Melbourne Dr."
"2025-05-26","171 SYS","W1798498","Fluoride","","0.791","MG/L","6541 Broadway"
"2025-05-27","229 SYS","W1805162","Fluoride","","0.693","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-05-27","284 SYS","W1805917","Chlorate","","217.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-05-27","284 SYS","W1805917","Chlorite","","187.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-05-27","OT COMB FILTER","W1805363","pH","","7.83","PH","OT FP Filter Combined Filter Effluent"
"2025-05-27","OT COMB FILTER","W1805363","Total THMs","","2.34","UG/L","OT FP Filter Combined Filter Effluent"
"2025-05-27","OT FILTER 1-8","W1805361","pH","","7.97","PH","OT FP Filters 1-8"
"2025-05-27","OT FILTER 1-8","W1805361","Total THMs","","2.71","UG/L","OT FP Filters 1-8"
"2025-05-27","OT FILTER 9-16","W1805362","pH","","7.94","PH","OT FP Filters  9-16"
"2025-05-27","OT FILTER 9-16","W1805362","Total THMs","","2.54","UG/L","OT FP Filters  9-16"
"2025-05-27","OT SETTLED","W1805360","pH","","7.63","PH","OT FP Settled"
"2025-05-27","OT SETTLED","W1805360","Total THMs","","8.68","UG/L","OT FP Settled"
"2025-05-28","119 SYS","W1805529","pH","","8.27","PH","Lower Otay Recreation"
"2025-05-28","206 SYS","W1805433","Fluoride","","0.797","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-05-29","277A SYS","W1805533","Fluoride","","0.802","MG/L"," 12241 Camino Del Sur"
"2025-05-30","205 SYS","W1805639","Fluoride","","0.651","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-05-31","155 SYS","W1798506","Fluoride","","0.804","MG/L","Adams & Marlborough"
"2025-06-01","242 SYS","W1806015","Fluoride","","0.777","MG/L","7260 Barker Way"
"2025-06-02","249A SYS","W1806756","Fluoride","","0.705","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-06-03","131 SYS","W1806921","Fluoride","","0.594","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-06-03","284 SYS","W1806920","Chlorate","","192.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-06-03","284 SYS","W1806920","Chlorite","","254.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-06-03","OT COMB FILTER","W1807047","pH","","7.68","PH","OT FP Filter Combined Filter Effluent"
"2025-06-03","OT COMB FILTER","W1807047","Total THMs","","2.89","UG/L","OT FP Filter Combined Filter Effluent"
"2025-06-03","OT FILTER 1-8","W1807045","pH","","7.76","PH","OT FP Filters 1-8"
"2025-06-03","OT FILTER 1-8","W1807045","Total THMs","","2.8","UG/L","OT FP Filters 1-8"
"2025-06-03","OT FILTER 9-16","W1807046","pH","","7.82","PH","OT FP Filters  9-16"
"2025-06-03","OT FILTER 9-16","W1807046","Total THMs","","2.99","UG/L","OT FP Filters  9-16"
"2025-06-03","OT SETTLED","W1807044","pH","","7.5","PH","OT FP Settled"
"2025-06-03","OT SETTLED","W1807044","Total THMs","","7.59","UG/L","OT FP Settled"
"2025-06-04","119 SYS","W1807134","pH","","8.32","PH","Lower Otay Recreation"
"2025-06-04","49A SYS","W1807071","Fluoride","","0.708","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-06-05","184 SYS","W1807138","Fluoride","","0.693","MG/L","12170 Springhurst Dr."
"2025-06-06","251 SYS","W1807226","Fluoride","","0.69","MG/L","5840 Ravenswood Rd."
"2025-06-06","300 SYS","W1807173","Chlorate","","214.0","UG/L","5368 Topsail Drive"
"2025-06-06","300 SYS","W1807173","Chlorite","","252.0","UG/L","5368 Topsail Drive"
"2025-06-07","281 SYS","W1806025","Fluoride","","0.743","MG/L","6831 Monte Verde Dr"
"2025-06-08","150 SYS","W1806030","Fluoride","","0.738","MG/L","Acorn St & 62nd St @ Fire Station"
"2025-06-09","259 SYS","W1808523","Fluoride","","0.757","MG/L","3945 Alameda Dr; Sample Box"
"2025-06-10","138A SYS","W1808829","Fluoride","","0.771","MG/L","4202 N. Harbor Drive; Sample Stanchion"
"2025-06-10","OT COMB FILTER","W1808826","pH","","7.81","PH","OT FP Filter Combined Filter Effluent"
"2025-06-10","OT COMB FILTER","W1808826","Total THMs","","4.88","UG/L","OT FP Filter Combined Filter Effluent"
"2025-06-10","OT FILTER 1-8","W1808824","pH","","7.87","PH","OT FP Filters 1-8"
"2025-06-10","OT FILTER 1-8","W1808824","Total THMs","","4.52","UG/L","OT FP Filters 1-8"
"2025-06-10","OT FILTER 9-16","W1808825","pH","","7.74","PH","OT FP Filters  9-16"
"2025-06-10","OT FILTER 9-16","W1808825","Total THMs","","5.05","UG/L","OT FP Filters  9-16"
"2025-06-10","OT SETTLED","W1808823","pH","","7.83","PH","OT FP Settled"
"2025-06-10","OT SETTLED","W1808823","Total THMs","","14.6","UG/L","OT FP Settled"
"2025-06-11","119 SYS","W1809072","pH","","8.2","PH","Lower Otay Recreation"
"2025-06-11","218 SYS","W1808960","Fluoride","","0.702","MG/L","2110 Via Casa Alta @ Fire Station"
"2025-06-12","284 SYS","W1809267","Fluoride","","0.667","MG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-06-13","173 SYS","W1809435","Fluoride","","0.683","MG/L","Rancho Hills & Reo Dr @ Library/Sample Stanchion"
"2025-06-14","55A SYS","W1806040","Fluoride","","0.682","MG/L","5183 Arvinels Ave."
"2025-06-15","174 SYS","W1806045","Fluoride","","0.739","MG/L","3250 Camino Del Rio North; Sample Stanchion"
"2025-06-16","313 SYS","W1811011","Fluoride","","0.679","MG/L","11602 Calle Paracho"
"2025-06-17","284 SYS","W1811213","Chlorate","","201.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-06-17","284 SYS","W1811213","Chlorite","","210.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-06-17","67 SYS","W1811148","Fluoride","","0.652","MG/L","Pomerado Rd & Grandee Pl"
"2025-06-17","OT COMB FILTER","W1811308","pH","","7.79","PH","OT FP Filter Combined Filter Effluent"
"2025-06-17","OT COMB FILTER","W1811308","Total THMs","","8.06","UG/L","OT FP Filter Combined Filter Effluent"
"2025-06-17","OT FILTER 1-8","W1811306","pH","","7.91","PH","OT FP Filters 1-8"
"2025-06-17","OT FILTER 1-8","W1811306","Total THMs","","7.22","UG/L","OT FP Filters 1-8"
"2025-06-17","OT FILTER 9-16","W1811307","pH","","7.81","PH","OT FP Filters  9-16"
"2025-06-17","OT FILTER 9-16","W1811307","Total THMs","","8.17","UG/L","OT FP Filters  9-16"
"2025-06-17","OT SETTLED","W1811305","pH","","7.61","PH","OT FP Settled"
"2025-06-17","OT SETTLED","W1811305","Total THMs","","20.3","UG/L","OT FP Settled"
"2025-06-18","119 SYS","W1811411","pH","","8.16","PH","Lower Otay Recreation"
"2025-06-18","204A SYS","W1811387","Chlorate","","199.0","UG/L","2787 Alta View Drive"
"2025-06-18","204A SYS","W1811387","Chlorite","","241.0","UG/L","2787 Alta View Drive"
"2025-06-18","215 SYS","W1811345","Fluoride","","0.645","MG/L","Across from 5105 Soledad Rd."
"2025-06-18","300 SYS","W1811370","Chlorate","","202.0","UG/L","5368 Topsail Drive"
"2025-06-18","300 SYS","W1811370","Chlorite","","244.0","UG/L","5368 Topsail Drive"
"2025-06-19","78A SYS","W1806059","Fluoride","","0.76","MG/L","6200 Calle Mariselda"
"2025-06-20","171 SYS","W1811441","Fluoride","","0.763","MG/L","6541 Broadway"
"2025-06-21","208A SYS","W1806065","Fluoride","","0.757","MG/L","Across from 6236 Wenrich"
"2025-06-22","50A SYS","W1806070","Fluoride","","0.647","MG/L","2693 Melbourne Dr."
"2025-06-23","304 SYS","W1813288","Fluoride","","0.682","MG/L","14462 Garden Trail"
"2025-06-24","229 SYS","W1813409","Fluoride","","0.686","MG/L","Carmel Park Dr/Del Mar Glen @ Public School"
"2025-06-25","119 SYS","W1813757","pH","","8.37","PH","Lower Otay Recreation"
"2025-06-25","206 SYS","W1813611","Fluoride","","0.772","MG/L","1055 Catalina Blvd @ Fire Station Sample Stanchion"
"2025-06-25","OT COMB FILTER","W1813567","pH","","7.73","PH","OT FP Filter Combined Filter Effluent"
"2025-06-25","OT COMB FILTER","W1813567","Total THMs","","5.8","UG/L","OT FP Filter Combined Filter Effluent"
"2025-06-25","OT FILTER 1-8","W1813565","pH","","7.81","PH","OT FP Filters 1-8"
"2025-06-25","OT FILTER 1-8","W1813565","Total THMs","","5.71","UG/L","OT FP Filters 1-8"
"2025-06-25","OT FILTER 9-16","W1813566","pH","","7.85","PH","OT FP Filters  9-16"
"2025-06-25","OT FILTER 9-16","W1813566","Total THMs","","6.17","UG/L","OT FP Filters  9-16"
"2025-06-25","OT SETTLED","W1813564","pH","","7.56","PH","OT FP Settled"
"2025-06-25","OT SETTLED","W1813564","Total THMs","","10.2","UG/L","OT FP Settled"
"2025-06-26","277A SYS","W1813761","Fluoride","","0.782","MG/L"," 12241 Camino Del Sur"
"2025-06-27","205 SYS","W1813851","Fluoride","","","MG/L","close to 1856 Manzana Way; Sample Stanchion"
"2025-06-28","155 SYS","W1806084","Fluoride","","","MG/L","Adams & Marlborough"
"2025-06-29","242 SYS","W1806089","Fluoride","","0.709","MG/L","7260 Barker Way"
"2025-06-30","249A SYS","W1814757","Fluoride","","0.655","MG/L","6429 Glidden St.; Sample Stanchion"
"2025-07-01","131 SYS","W1814948","Fluoride","","0.676","MG/L","E Park Ave/San Ysidro Blvd;Sample Stanchion"
"2025-07-01","284 SYS","W1814947","Chlorate","","196.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-07-01","284 SYS","W1814947","Chlorite","","263.0","UG/L","Ocean View Hills Pkwy and Sea Drift Way"
"2025-07-01","OT COMB FILTER","W1815038","pH","","7.63","PH","OT FP Filter Combined Filter Effluent"
"2025-07-01","OT COMB FILTER","W1815038","Total THMs","","5.89","UG/L","OT FP Filter Combined Filter Effluent"
"2025-07-01","OT FILTER 1-8","W1815036","pH","","7.61","PH","OT FP Filters 1-8"
"2025-07-01","OT FILTER 1-8","W1815036","Total THMs","","5.51","UG/L","OT FP Filters 1-8"
"2025-07-01","OT FILTER 9-16","W1815037","pH","","7.63","PH","OT FP Filters  9-16"
"2025-07-01","OT FILTER 9-16","W1815037","Total THMs","","6.09","UG/L","OT FP Filters  9-16"
"2025-07-01","OT SETTLED","W1815035","pH","","7.52","PH","OT FP Settled"
"2025-07-01","OT SETTLED","W1815035","Total THMs","","9.34","UG/L","OT FP Settled"
"2025-07-02","119 SYS","W1815122","pH","","8.23","PH","Lower Otay Recreation"
"2025-07-02","49A SYS","W1815062","Fluoride","","0.65","MG/L","John J. Hopkins Dr. & General Atomic"
"2025-07-03","184 SYS","W1815126","Fluoride","","0.649","MG/L","12170 Springhurst Dr."
"2025-07-03","300 SYS","W1815161","Chlorate","","208.0","UG/L","5368 Topsail Drive"
